TitleID,Description,ProductCode,Version,Region,CoverURL
00050000-101D4200 ,Brunswick Pro Bowling ,WUP-N-ABPE ,v16 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ABPEDV.jpg?1455577016
00050000-10150A00 ,BUBBLE BOBBLE ,WUP-N-FBWJ ,v0 ,JAP ,
00050000-101BBD00 ,Bubble Gum Popper ,WUP-N-BBLE ,v1 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/BBLE.jpg?1488825229
00050000-101F4A00 ,Buddy & Me: Dream Edition ,WUP-P-WYMP ,,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/WYME.jpg?1475626205
00050000-101ECF00 ,Buddy & Me: Dream Edition ,WUP-N-WYME ,,USA ,http://art.gametdb.com/wiiu/coverHQ/US/WYME.jpg?1475626205
00050000-10189400 ,c ,14,"v0, v2 ",all ,
00050000-10143200 ,Cabela's Big Game Hunter Pro Hunts ,WUP-P-ACEE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ACEE52.jpg?1404855666
00050000-1010E700 ,Cabela's Dangerous Hunts 2013 ,WUP-P-ACAE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/EN/ACAP52.jpg?1458323864
00050000-1018CD00 ,Cake Ninja 3: The Legend Continues ,WUP-P-ACNP ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/ACNE.jpg?1475626443
00050000-1018D400 ,Cake Ninja 3: The Legend Continues ,WUP-N-ACNE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ACNE.jpg?1475626443
00050000-10113400 ,Call of Duty: Black Ops II ,WUP-U-AECP ,v128 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/IT/AECI52.jpg?1470671377
00050000-10113500 ,Call of Duty: Black Ops II ,WUP-U-AECI ,v144 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/IT/AECI52.jpg?1470671377
00050000-10113700 ,Call of Duty: Black Ops II ,WUP-U-AECD ,v144 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/IT/AECI52.jpg?1470671377
00050000-1010CF00 ,Call of Duty: Black Ops II ,WUP-P-AECE ,v128 ,USA ,http://art.gametdb.com/wiiu/coverHQ/IT/AECI52.jpg?1470671377
00050000-10156100 ,Call of Duty: Ghosts ,WUP-P-ACPP ,v112 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/ACPE52.jpg?1385049806
00050000-10157600 ,Call of Duty: Ghosts ,WUP-P-ACPI ,v112 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/ACPE52.jpg?1385049806
00050000-10146800 ,Call of Duty: Ghosts ,WUP-P-ACPE ,v112 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ACPE52.jpg?1385049806
00050000-1020D400 ,Candy Hoarder ,WUP-P-BCQP ,,EUR ,
00050000-101B0000 ,Candy Hoarder ,WUP-P-BCQE ,,USA ,
00050000-101D0700 ,Canvaleon ,WUP-P-ACHP ,v16 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/ACHE.jpg?1475613447
00050000-101CE100 ,Canvaleon ,WUP-N-ACHE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ACHE.jpg?1475613447
00050000-10180700 ,Captain Toad: Treasure Tracker ,WUP-P-AKBP ,v16 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/AKBE01.jpg?1414163540
00050000-10180600 ,Captain Toad: Treasure Tracker ,WUP-N-AKBE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/AKBE01.jpg?1414163540
0005000E-10180700,Captain Toad: Treasure Tracker ,WUP-N-AKBE_1,v16,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/AKBE01.jpg?1414163540
00050000-101A9900 ,Car Battler Joe ,WUP-N-PCLE ,v0 ,USA ,
00050000-10113A00 ,CastleStorm ,WUP-P-WCSP ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/WCSE.jpg?1475781509
00050000-10133700 ,CastleStorm ,WUP-N-WCSE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/WCSE.jpg?1475781509
00050000-10170900 ,Castlevania ,WUP-N-PASP ,v0 ,EUR ,
00050000-10151500 ,Castlevania ,WUP-N-FB3P ,v0 ,EUR ,
00050000-10151400 ,Castlevania ,WUP-N-FB3E ,v0 ,USA ,
00050000-10153C00 ,Castlevania Simon's Quest ,WUP-N-FB8P ,v0 ,EUR ,
00050000-10183E00 ,Castlevania ?????? ,WUP-N-PBJJ ,v0 ,JAP ,
00050000-10176000 ,Castlevania ?????? ,WUP-N-PA5J ,v0 ,JAP ,
00050000-10184000 ,Castlevania Aria of Sorrow ,WUP-N-PBJP ,v0 ,EUR ,
00050000-10183F00 ,Castlevania Aria of Sorrow ,WUP-N-PBJE ,v0 ,USA ,
00050000-1016F200 ,Castlevania Circle of the Moon ,WUP-N-PASE ,v0 ,USA ,
00050000-10160100 ,Castlevania Dracula X ,WUP-N-JCDP ,v0 ,EUR ,
00050000-10160000 ,Castlevania Dracula X ,WUP-N-JCDE ,v0 ,USA ,
00050000-10176200 ,Castlevania Harmony of Dissonance ,WUP-N-PA5P ,v0 ,EUR ,
00050000-10176100 ,Castlevania Harmony of Dissonance ,WUP-N-PA5E ,v0 ,USA ,
00050000-10153B00 ,Castlevania II: Simon's Quest ,WUP-N-FB8E ,v0 ,USA ,
00050000-1015F500 ,Castlevania III: Dracula's Curse ,WUP-N-FCHP ,v0 ,EUR ,
00050000-1015F400 ,Castlevania III: Dracula's Curse ,WUP-N-FCHE ,v0 ,USA ,
00050000-10179900 ,Chariot ,WUP-P-WC4P ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/WC4E.jpg?1475665422
00050000-101B4400 ,Chariot ,WUP-N-WC4J ,v1 ,JAP ,http://art.gametdb.com/wiiu/coverHQ/US/WC4E.jpg?1475665422
00050000-1017AC00 ,Chariot ,WUP-N-WC4E ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/WC4E.jpg?1475665422
00050000-10117700 ,Chasing Aurora ,WUP-P-WCAP ,v17 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/EN/WCAP.jpg?1475781622
00050000-1011C000 ,Chasing Aurora ,WUP-N-WCAE ,v16 ,USA ,http://art.gametdb.com/wiiu/coverHQ/EN/WCAP.jpg?1475781622
00050000-101E5E00 ,Chasing Dead ,WUP-P-WZHP ,,EUR ,http://art.gametdb.com/wiiu/coverM/US/WZHE.jpg?1475665640
00050000-1017E400 ,Chasing Dead ,WUP-N-WZHE ,,USA ,http://art.gametdb.com/wiiu/coverM/US/WZHE.jpg?1475665640
00050000-10187200 ,Chests O' Booty ,WUP-N-BCBE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/BCBE.jpg?1488824429
00050000-1016EA00 ,Child of Light ,WUP-P-ACLP ,v16 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/ACLE.jpg?1469843460
00050000-1015B200 ,Child of Light ,WUP-N-ACLE ,v16 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ACLE.jpg?1469843460
00050000-1014DD00 ,Chimpuzzle Pro ,WUP-P-WCPP ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/EN/WCPP.jpg?1475704312
00050000-101A9C00 ,Chompy Chomp Chomp Party ,WUP-P-BCHP ,,EUR ,http://art.gametdb.com/wiiu/coverHQ/EN/BCHP.jpg?1475704385
00050000-101A9E00 ,Chompy Chomp Chomp Party ,WUP-N-BCHE ,,USA ,http://art.gametdb.com/wiiu/coverHQ/EN/BCHP.jpg?1475704385
00050000-101E2E00 ,Christmas Adventure of Rocket Penguin ,WUP-N-BCKE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/BCKE.jpg?1476394608
00050000-101DE000 ,Chroma Blast ,WUP-N-BPKE ,,USA ,http://art.gametdb.com/wiiu/coverHQ/US/BPKE.jpg?1475704552
00050000-101DAF00 ,Chronicles of Teddy: Harmony of Exidus ,WUP-P-AF2P ,,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/AF2E.jpg?1475704649
00050000-101C7B00 ,Chronicles of Teddy: Harmony of Exidus ,WUP-N-AF2E ,,USA ,http://art.gametdb.com/wiiu/coverHQ/US/AF2E.jpg?1475704649
00050000-1017AD00 ,Chubbins ,WUP-N-WC7E ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/WC7E.jpg?1488458947
00050000-101F9A00 ,Citadale ,WUP-P-BECP ,,EUR ,http://art.gametdb.com/wiiu/coverHQ/EN/BECP.jpg?1476296128
00050000-101F9000 ,Citadale ,WUP-P-BECE ,v33 ,USA ,http://art.gametdb.com/wiiu/coverHQ/EN/BECP.jpg?1476296128
00050000-10180B00 ,Citizens of Earth ,WUP-P-WCUP ,v32 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/WCUE.jpg?1475704758
00050000-10177200 ,Citizens of Earth ,WUP-N-WCUE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/WCUE.jpg?1475704758
00050000-101C2000 ,City Connection ,WUP-N-FE4E ,,USA ,
00050000-10131A00 ,Cloudberry Kingdom ,WUP-P-WCKP ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/EN/WCKP.jpg?1475791824
00050000-1011C600 ,Cloudberry Kingdom ,WUP-N-WCKE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/EN/WCKP.jpg?1475791824
00050000-1014A600 ,Clu Clu Land ,WUP-N-FBQP ,v0 ,EUR ,
00050000-1014A500 ,Clu Clu Land ,WUP-N-FBQE ,v0 ,USA ,
00050000-10145900 ,Coaster Crazy Deluxe ,WUP-P-WCDP ,v16 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/EN/WCDP.jpg?1475792038
00050000-1014CF00 ,Coaster Crazy Deluxe ,WUP-N-WCDE ,v32 ,USA ,http://art.gametdb.com/wiiu/coverHQ/EN/WCDP.jpg?1475792038
00050000-1014CC00 ,Cocoto Magic Circus 2 ,WUP-P-ACCZ ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/EN/ACCPNK.jpg?1468694484
00050000-10139A00 ,Cocoto Magic Circus 2 ,WUP-N-ACCE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/EN/ACCPNK.jpg?1468694484
00050000-1012D000 ,Cocoto Magic Circus 2 ,15,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/EN/ACCPNK.jpg?1468694484
00050000-10200200 ,Collateral Thinking ,WUP-P-AKQP ,,EUR ,
00050000-101FAB00 ,Collateral Thinking ,WUP-N-AJXE ,,USA ,
00050000-101E8800 ,COLOR BOMBS ,WUP-P-BW2P ,,EUR ,http://art.gametdb.com/wiiu/coverHQ/EN/BW2P.jpg?1475792184
00050000-101ABB00 ,COLOR BOMBS ,WUP-N-BW2E ,v1 ,USA ,http://art.gametdb.com/wiiu/coverHQ/EN/BW2P.jpg?1475792184
00050000-1020E200 ,COLOR CUBES ,WUP-P-BZFP ,,EUR ,
00050000-1020EC00 ,COLOR CUBES ,WUP-N-BZFE ,,USA ,
00050000-101EB700 ,Color Symphony 2 ,WUP-P-WCYP ,,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/WCYE.jpg?1476888180
00050000-101EAF00 ,Color Symphony 2 ,WUP-N-WCYE ,,USA ,http://art.gametdb.com/wiiu/coverHQ/US/WCYE.jpg?1476888180
00050000-10162300 ,Color Zen ,WUP-P-WCZP ,v17 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/WCZE.jpg?1469834576
00050000-1016CE00 ,Color Zen ,WUP-N-WCZE ,v16 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/WCZE.jpg?1469834576
00050000-10174200 ,Color Zen Kids ,WUP-P-WKDP ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverM/US/WKDE.jpg?1404313845
00050000-10172200 ,Color Zen Kids ,WUP-N-WKDE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverM/US/WKDE.jpg?1404313845
00050000-101AE400 ,Contra Advance The Alien Wars Ex ,WUP-N-PCSP ,v0 ,EUR ,
00050000-101AE500 ,CONTRA ADVANCE THE ALIEN WARS EX ,WUP-N-PCSE ,,USA ,
00050000-1012EF00 ,Contra III: The Alien Wars ,WUP-N-JA5P ,v0 ,EUR ,
00050000-1012EE00 ,Contra III: The Alien Wars ,WUP-N-JA5E ,v0 ,USA ,
00050000-10195C00 ,Cosmophony ,WUP-P-BCYP ,v1 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/BCYE.jpg?1475795944
00050000-10197200 ,Cosmophony ,WUP-N-BCYE ,v16 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/BCYE.jpg?1475795944
00050000-10197800 ,Costume Quest 2 ,WUP-P-ACQP ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/ACQE.jpg?1476902327
00050000-1017DA00 ,Costume Quest 2 ,WUP-N-ACQE ,v16 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ACQE.jpg?1476902327
00050000-101AFD00 ,Crab Cakes Rescue ,WUP-N-BCEE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/BCEE.jpg?1477081598
00050000-1017F600 ,Crash 'n the Boys Street Challenge ,WUP-N-FDSP ,v0 ,EUR ,
00050000-1017F500 ,Crash 'n the Boys Street Challenge ,WUP-N-FDSE ,v0 ,USA ,
00050000-10172B00 ,Crunchyroll ,WUP-N-HRLP ,v17 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/EN/HRLP.jpg?1488560443
00050000-10172A00 ,Crunchyroll ,WUP-N-HRLE ,v16 ,USA ,http://art.gametdb.com/wiiu/coverHQ/EN/HRLP.jpg?1488560443
00050000-101AD800 ,Cube Blitz ,WUP-N-BLZE ,v1 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/BLZE.jpg?1488361167
00050000-101A6300 ,Cube Life: Island Survival ,WUP-P-ACUP ,v1 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/ACUE.jpg?1475792556
00050000-101A6400 ,Cube Life: Island Survival ,WUP-N-ACUE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ACUE.jpg?1475792556
00050000-10150200 ,Cubemen 2 ,WUP-P-WANP ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/WANE.jpg?1469836555
00050000-1014FD00 ,Cubemen 2 ,WUP-N-WANE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/WANE.jpg?1469836555
00050000-101FE300 ,CUP CRITTERS ,WUP-P-AZHP ,,EUR ,
00050000-101FE200 ,CUP CRITTERS ,WUP-N-AZHE ,,USA ,
00050000-101D6F00 ,Cutie Clash ,WUP-N-BC8E ,,USA ,http://art.gametdb.com/wiiu/coverHQ/US/BC8E.jpg?1488361919
00050000-101E3700 ,Cutie Pets Go Fishing ,WUP-N-BFGE ,,USA ,http://art.gametdb.com/wiiu/coverHQ/US/BFGE.jpg?1488521544
00050000-101DE700 ,Cutie Pets Jump Rope ,WUP-N-AR3E ,,USA ,http://art.gametdb.com/wiiu/coverHQ/US/AR3E.jpg?1488522186
00050000-101D5300 ,Cutie Pets Pick Berries ,WUP-N-ACKE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ACKE.jpg?1488522833
00050000-10140F00 ,Cybernator ,WUP-N-JBNP ,v0 ,EUR ,
00050000-10140E00 ,Cybernator ,WUP-N-JBNE ,v0 ,USA ,
00050000-10175F00 ,D.M.L.C. -?????????- ,WUP-N-WDMJ ,v0 ,JAP ,
00050000-1011A600 ,Dangerous Hunts 2013 ,16,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/EN/ACAP52.jpg?1458323864
00050000-101AD900 ,Dare Up Adrenaline ,WUP-N-BDUE ,v1 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/BDUE.jpg?1477083019
00050000-10110F00 ,Darksiders II ,WUP-P-AD2P ,v1 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/AD2E78.jpg?1355770599
00050000-1010AD00 ,Darksiders II ,WUP-N-AD2E ,v1 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/AD2E78.jpg?1355770599
00050000-1018A200 ,Darts Up ,WUP-P-WDUP ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/EN/WDUP.jpg?1463160803
00050000-101D3100 ,Darts Up ,WUP-N-WDUJ ,v1 ,JAP ,http://art.gametdb.com/wiiu/coverHQ/EN/WDUP.jpg?1463160803
00050000-10135100 ,Darts Up ,WUP-N-WDUE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/EN/WDUP.jpg?1463160803
00050000-101F5A00 ,Defend Your Crypt ,WUP-P-ALFP ,,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/ALFE.jpg?1476534956
00050000-101F5E00 ,Defend your Crypt ,WUP-N-ALFE ,,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ALFE.jpg?1476534956
00050000-101EC600 ,Defense Dome ,WUP-P-BDFP ,,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/BDFE.jpg?1476534864
00050000-101A3E00 ,Defense Dome ,WUP-N-BDFE ,v4 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/BDFE.jpg?1476534864
00050000-10178D00 ,Demon's Crest ,WUP-N-JCWP ,v0 ,EUR ,
00050000-10178C00 ,Demon's Crest ,WUP-N-JCWE ,v0 ,USA ,
00050000-101EF400 ,Demonic Karma Summoner ,WUP-P-BKSE ,,USA ,
00050000-1012B200 ,Deus Ex: Human Revolution - Director's Cut ,WUP-P-ADXP ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/ADXEGD.jpg?1384709475
00050000-1012BA00 ,Deus Ex: Human Revolution - Director's Cut ,WUP-N-ADXE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ADXEGD.jpg?1384709475
00050000-1017EF00 ,Devil World ,WUP-N-FDMP ,v0 ,EUR ,
00050000-10177700 ,Devil's Third ,WUP-P-ADNP ,v16 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/ADNE01.jpg?1470330400
00050000-10138F00 ,Devil's Third ,WUP-N-ADNJ ,v16 ,JAP ,http://art.gametdb.com/wiiu/coverHQ/US/ADNE01.jpg?1470330400
00050000-10177600 ,Devil's Third ,WUP-N-ADNE ,v16 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ADNE01.jpg?1470330400
00050000-10197D00 ,Devil's Third ,17,v0 ,JAP ,http://art.gametdb.com/wiiu/coverHQ/US/ADNE01.jpg?1470330400
00050000-10174800 ,Dig Dug ,WUP-N-FDEP ,v0 ,EUR ,
00050000-10174700 ,Dig Dug ,WUP-N-FDEE ,v0 ,USA ,
00050000-101A7800 ,Dig Dug II ,WUP-N-FEWP ,v0 ,EUR ,
00050000-101A7700 ,Dig Dug II ,WUP-N-FEWE ,,USA ,
00050000-1018A700 ,Dinox ,WUP-P-BDNP ,,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/BDNE.jpg?1476388120
00050000-1018F500 ,Dinox ,WUP-N-BDNE ,,USA ,http://art.gametdb.com/wiiu/coverHQ/US/BDNE.jpg?1476388120
00050000-101E8300 ,Discovery ,WUP-P-ADUP ,,EUR ,
00050000-101D9B00 ,Discovery ,WUP-N-ADUE ,,USA ,http://art.gametdb.com/wiiu/coverHQ/US/AEME4Q.jpg?1355066365
00050000-10112E00 ,Disney Epic Mickey 2 ,18,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/AEME4Q.jpg?1355066365
00050000-1012C400 ,Disney Epic Mickey 2 ,19,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/AEME4Q.jpg?1355066365
00050000-10136D00 ,Disney Epic Mickey 2 ,20,v0 ,JAP ,http://art.gametdb.com/wiiu/coverHQ/US/AEME4Q.jpg?1355066365
00050000-1011B000 ,Disney Epic Mickey 2: The Power of Two ,WUP-P-AEMS ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/AEME4Q.jpg?1355066365
00050000-1010DB00 ,Disney Epic Mickey 2: The Power of Two ,WUP-N-AEME ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/AEME4Q.jpg?1355066365
00050000-10137000 ,Disney Infinity ,WUP-U-ADSZ ,v49 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/ADSE4Q.jpg?1385299887
00050000-10136F00 ,Disney Infinity ,WUP-U-ADSP ,v49 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/ADSE4Q.jpg?1385299887
00050000-10132900 ,Disney Infinity ,WUP-P-ADSE ,v49 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ADSE4Q.jpg?1385299887
00050000-1016DC00 ,Disney Infinity 2.0 ,WUP-N-ADRE ,v32 ,USA ,http://art.gametdb.com/wiiu/coverM/EN/ADRP4Q.jpg?1447417049
00050000-10188D00 ,Disney Infinity 2.0 ,WUP-P-ADRZ ,v32 ,EUR ,http://art.gametdb.com/wiiu/coverM/EN/ADRP4Q.jpg?1447417049
00050000-10188C00 ,Disney Infinity 2.0 : Play without limits ,WUP-P-ADRP ,v32 ,EUR ,http://art.gametdb.com/wiiu/coverM/EN/ADRP4Q.jpg?1447417049
00050000-101B3D00 ,Disney Infinity 3.0 : Play without limits ,WUP-P-BD3P ,v32 ,EUR ,http://art.gametdb.com/wiiu/coverM/US/BD3E4Q.jpg?1447374251
00050000-101AC900 ,Disney Infinity 3.0 Edition ,WUP-N-BD3E ,v32 ,USA ,http://art.gametdb.com/wiiu/coverM/US/BD3E4Q.jpg?1447374251
00050000-101B3E00 ,Disney Infinity 3.0 : Play without limits ,WUP-P-BD3Z ,v32 ,EUR ,http://art.gametdb.com/wiiu/coverM/US/BD3E4Q.jpg?1447374251
00050000-10136900 ,Disney Planes ,WUP-P-APAP ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/APAE4Q.jpg?1384815290
00050000-1011C500 ,Disney Planes ,WUP-N-APAE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/APAE4Q.jpg?1384815290
00050000-10136A00 ,Disney Planes ,21,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/APAE4Q.jpg?1384815290
00050000-10136B00 ,Disney Planes ,22,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/APAE4Q.jpg?1384815290
00050000-1018CC00 ,Disney Planes: Fire & Rescue ,WUP-P-AFRP ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverM/EN/AFRPVZ.jpg?1416336818
00050000-101A5300 ,DK Jungle Climber ,WUP-N-DAJE ,v1 ,USA ,
00050000-1017D700 ,DK: King of Swing ,WUP-N-PBCP ,v0 ,EUR ,
00050000-1017D600 ,DK: King of Swing ,WUP-N-PBCE ,v0 ,USA ,
00050000-101A8100 ,Dodge Club Party ,WUP-N-BDGE ,,USA ,http://art.gametdb.com/wiiu/coverHQ/US/BDGE.jpg?1488459948
00050000-1017DB00 ,Dolphin Up ,WUP-N-WUPE ,v16 ,USA ,
00050000-101D2800 ,DON'T CRASH ,WUP-N-AC5E ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/AC5E.jpg?1475792756
00050000-101C9A00 ,Don't Starve: Giant Edition ,WUP-P-ADAP ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/ADAE.jpg?1475792710
00050000-101C4300 ,Don't Starve: Giant Edition ,WUP-N-ADAE ,v1 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ADAE.jpg?1475792710
00050000-1018EE00 ,Don't Touch Anything Red ,WUP-N-ANTE ,v1 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/ANTE.jpg?1488461986
00050000-10108000 ,Donkey Kong ,WUP-N-FAFP ,v0 ,EUR ,
00050000-10107F00 ,Donkey Kong ,WUP-N-FAFE ,v0 ,USA ,
00050000-1014A900 ,Donkey Kong 3 ,WUP-N-FBRP ,v0 ,EUR ,
00050000-1014A800 ,Donkey Kong 3 ,WUP-N-FBRE ,v0 ,USA ,
00050000-10199300 ,Donkey Kong 64 ,WUP-N-NAAP ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/NAAE.jpg?1460866349
00050000-10199200 ,Donkey Kong 64 ,WUP-N-NAAE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/NAAE.jpg?1460866349
00050000-10109600 ,Donkey Kong Country ,WUP-N-JACP ,v0 ,EUR ,
00050000-10109500 ,Donkey Kong Country ,WUP-N-JACE ,v0 ,USA ,
00050000-1010A200 ,Donkey Kong Country 2: Diddy's Kong Quest ,WUP-N-JAGP ,v0 ,EUR ,
00050000-1010A100 ,Donkey Kong Country 2: Diddy's Kong Quest ,WUP-N-JAGE ,v0 ,USA ,
00050000-1010A300 ,Donkey Kong Country 2: Diddy's Kong Quest ,23,v0 ,EUR ,
00050000-1017FD00 ,Donkey Kong Country 3: Dixie Kong's Double Trouble ,WUP-N-JCXP ,v0 ,EUR ,
00050000-1017FC00 ,Donkey Kong Country 3: Dixie Kong's Double Trouble ,WUP-N-JCXE ,v0 ,USA ,
00050000-1019D000 ,Donkey Kong Country Returns ,WUP-N-VABP ,v0 ,EUR ,
00050000-1019CF00 ,Donkey Kong Country Returns ,WUP-N-VABE ,,USA ,
00050000-10138300 ,Donkey Kong Country: Tropical Freeze ,WUP-P-ARKP ,v17 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/EN/ARKP01.jpg?1392931215
00050000-10137F00 ,Donkey Kong Country: Tropical Freeze ,WUP-N-ARKE ,v16 ,USA ,
00050000-10129900 ,Donkey Kong Jr. ,WUP-N-FAWP ,v0 ,EUR ,
00050000-10129800 ,Donkey Kong Jr. ,WUP-N-FAWE ,v0 ,USA ,
00050000-10174500 ,Donkey Kong Jr. Math ,WUP-N-FDDP ,v0 ,EUR ,
00050000-10174400 ,Donkey Kong Jr. Math ,WUP-N-FDDE ,v0 ,USA ,
00050000-101ED300 ,Donkey Kong Jungle Beat ,WUP-N-VBXP ,,EUR ,
00050000-101ED200 ,Donkey Kong Jungle Beat ,WUP-N-VBXE ,,USA ,
00050000-101A5400 ,Donkey Kong Jungle Climber ,WUP-N-DAJP ,v1 ,EUR ,
00050000-101A9F00 ,Dot Arcade ,WUP-N-BDAE ,v16 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/BDAE.jpg?1488544684
00050000-10205400 ,Double Breakout ,WUP-P-BWBP ,,EUR ,
00050000-10205700 ,Double Breakout ,WUP-N-BWBE ,,USA ,
00050000-10153800 ,Double Dragon ,WUP-N-FB7P ,v0 ,EUR ,
00050000-10153700 ,Double Dragon ,WUP-N-FB7E ,v0 ,USA ,
00050000-10170D00 ,Double Dragon II: The Revenge ,WUP-N-FC8P ,v0 ,EUR ,
00050000-10170C00 ,Double Dragon II: The Revenge ,WUP-N-FC8E ,v0 ,USA ,
00050000-101C2900 ,Double Dragon III: The Sacred Stones ,WUP-N-FE8P ,,EUR ,
00050000-101C2800 ,Double Dragon III: The Sacred Stones ,WUP-N-FE8E ,,USA ,
00050000-10179C00 ,Dr Kawashima's BRAIN TRAINING: How Old is Your Brain? ,WUP-N-DAAP ,"v0, v16 ",EUR ,
00050000-10152B00 ,Dr. Luigi ,WUP-P-WAQP ,v0 ,EUR ,http://art.gametdb.com/wiiu/coverHQ/US/WAQE.jpg?1476819557
00050000-10152A00 ,Dr. Luigi ,WUP-N-WAQE ,v0 ,USA ,http://art.gametdb.com/wiiu/coverHQ/US/WAQE.jpg?1476819557
